#SampleID,#SampleID,empo_0,empo_1,empo_2,empo_3,averagecopy
894.UY1793.lane5.NoIndex.L005,,EMP sample,Host-associated,Animal,Animal distal gut,2.814545574532971
894.UY1794.lane5.NoIndex.L005,,EMP sample,Host-associated,Animal,Animal distal gut,2.825350161325276
894.UY1795.lane5.NoIndex.L005,,EMP sample,Host-associated,Animal,Animal distal gut,2.6568294200042386
894.UY1796.lane5.NoIndex.L005,,EMP sample,Host-associated,Animal,Animal distal gut,3.509026047061407
894.UY1797.lane5.NoIndex.L005,,EMP sample,Host-associated,Animal,Animal distal gut,2.9538606003114305
894.UY1798.lane5.NoIndex.L005,,EMP sample,Host-associated,Animal,Animal distal gut,3.4568745617532577
894.UY180.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,5.273703027433818
894.UY19.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,4.334411396009118
894.UY2.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,4.009315413413954
894.UY20.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,3.8848131958368217
894.UY21.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,4.130848994268484
894.UY23.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,3.9603214052392706
894.UY25.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,3.3992827555255714
894.UY27.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,3.812432454680124
894.UY28.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,4.145632243288313
894.UY29.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,3.232249053464935
894.UY3.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,3.9440084567350833
894.UY31.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,4.420954050516868
894.UY32.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,2.995015150353129
894.UY33.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,3.803033789910565
894.UY34.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,3.1730497444683268
894.UY35.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,3.4808829405235753
894.UY36.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,3.220486369790341
894.UY37.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,3.4601000666799426
894.UY4.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,3.943702568968118
894.UY40.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,
894.UY42.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,2.846341783925715
894.UY43.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,4.337935088317758
894.UY45.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,3.9589688225114883
894.UY46.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,4.258997662430057
894.UY47.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,3.633228436622188
894.UY48.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,4.194775265125476
894.UY49.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,4.450277511647681
894.UY5.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,3.9690167044255857
894.UY50.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,3.8954056431657564
894.UY51.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,5.302463458188866
894.UY52.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,3.8959876136805573
894.UY53.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,4.323813634462835
894.UY54.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,3.9250092598871142
894.UY55.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,4.312919003551196
894.UY56.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,3.3319660647176326
894.UY57.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,3.8893345770538894
894.UY58.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,3.021951335674405
894.UY59.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,4.63944546529054
894.UY6.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,4.107229585129408
894.UY60.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,3.879299241907447
894.UY61.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,4.338029037005341
894.UY62.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,3.9763630095487805
894.UY63.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,3.758098705192928
894.UY639.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,3.728332423595813
894.UY64.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,5.190558075642446
894.UY640.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,2.9512083746291427
894.UY641.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,3.887438529659142
894.UY642.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,4.264833455869815
894.UY643.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,5.766881452767053
894.UY644.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,3.505595433243292
894.UY645.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,2.5658491084764994
894.UY646.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,3.252659013781784
894.UY647.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,2.9986934701020393
894.UY648.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,3.3559705248647513
894.UY649.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,3.55899671494817
894.UY65.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,3.654152476015867
894.UY650.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,3.608264089394312
894.UY651.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,3.5165738969448346
894.UY652.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,3.4753025905523853
894.UY653.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,6.4247580868235294
894.UY653.lane3.NoIndex.L003.r,,EMP sample,Host-associated,Animal,Animal distal gut,4.311010295324181
894.UY654.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,4.846330197399136
894.UY656.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,2.9051198385412516
894.UY657.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,3.8867023330870563
894.UY658.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,3.1671278502799245
894.UY659.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,3.4807643468546665
894.UY66.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,3.9978980742122183
894.UY660.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,3.726576031503011
894.UY661.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,3.4995490267473017
894.UY661.lane3.NoIndex.L003.r,,EMP sample,Host-associated,Animal,Animal distal gut,4.0949481158447565
894.UY662.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,3.563052191686635
894.UY663.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,2.9508449635007272
894.UY664.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,3.47177702817783
894.UY665.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,3.033397412519548
894.UY666.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,3.544224351016691
894.UY667.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,3.4162855125434035
894.UY668.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,2.7258986966974925
894.UY669.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,2.877479846554755
894.UY669.lane3.NoIndex.L003.r,,EMP sample,Host-associated,Animal,Animal distal gut,4.874825958407983
894.UY67.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,3.7406217167606153
894.UY670.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,4.502335611245146
894.UY671.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,2.448474587891659
894.UY672.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,3.386562981226287
894.UY673.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,3.665840375181126
894.UY674.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,4.280421801636587
894.UY675.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,3.887974965725435
894.UY676.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,3.4261334461138127
894.UY677.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,4.890441944120449
894.UY678.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,3.7170484463567535
894.UY679.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,3.400675006090531
894.UY68.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,4.123663501322795
894.UY680.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,3.2335375180592485
894.UY681.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,2.8948144912959393
894.UY682.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,3.0298470200100858
894.UY683.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,3.2038715500341373
894.UY684.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,5.927298121640488
894.UY685.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,2.704906911148915
894.UY686.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,3.4757084959427615
894.UY687.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,2.720199287646526
894.UY688.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,2.783306910546751
894.UY689.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,5.68559961349832
894.UY69.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,3.5087720376967564
894.UY690.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,5.717584771291229
894.UY691.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,3.5330572909836353
894.UY692.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,5.584541752462631
894.UY693.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,3.2394539178963466
894.UY694.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,2.881317012322844
894.UY695.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,2.9636181006696543
894.UY696.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,2.8435679319520766
894.UY697.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,2.70080808873502
894.UY698.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,3.786589196554097
894.UY699.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,2.7698843859863636
894.UY7.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,3.7501400171765593
894.UY70.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,4.243858974716225
894.UY700.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,3.853569836907659
894.UY701.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,2.8729587321915373
894.UY702.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,4.374829188291905
894.UY703.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,2.5403280473753833
894.UY704.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,2.6331327594028227
894.UY705.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,4.686092026970074
894.UY706.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,4.204025987022689
894.UY707.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,4.258352382014521
894.UY708.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,2.175078945053449
894.UY709.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,1.8859979502127353
894.UY71.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,4.151536474484391
894.UY710.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,3.1398215127813662
894.UY711.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,4.18528465683783
894.UY712.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,3.559462849462587
894.UY713.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,4.09549577924925
894.UY714.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,3.105815570865901
894.UY716.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,4.650537063447009
894.UY717.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,2.8351745348365616
894.UY718.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,3.071656009374812
894.UY719.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,3.5743309404176475
894.UY72.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,3.683385663584087
894.UY720.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,4.008877097339428
894.UY721.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,5.262054007981781
894.UY722.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,6.719390180114457
894.UY723.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,2.541484812450298
894.UY724.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,5.803222117547624
894.UY725.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,5.9337499157513935
894.UY726.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,3.611676347383674
894.UY727.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,3.3758674165727456
894.UY728.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,3.8699827943206455
894.UY729.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,4.646654672351296
894.UY73.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,4.195756872761565
894.UY730.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,3.10627566839293
894.UY731.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,3.9041530282565065
894.UY732.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,2.756963057322905
894.UY733.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,3.1996452626187017
894.UY74.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,4.442176107150287
894.UY75.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,4.025051581238277
894.UY76.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,3.9761104117345716
894.UY761.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,3.834609604279782
894.UY762.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,3.4156475542405627
894.UY763.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,3.769759739515442
894.UY764.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,3.1148893175142245
894.UY765.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,2.8126871959251063
894.UY766.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,3.4840526335269333
894.UY767.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,3.3230250332390185
894.UY768.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,3.1227259444549498
894.UY769.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,3.153473647070118
894.UY77.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,3.9560784496515606
894.UY770.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,3.096558422489636
894.UY771.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,3.7515303832874194
894.UY772.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,2.9768920833871744
894.UY773.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,3.121281197043376
894.UY774.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,3.981546289235147
894.UY775.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,1.9502137863057447
894.UY776.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,3.055748230046784
894.UY777.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,3.6412957464593174
894.UY778.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,3.0571128659581963
894.UY779.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,3.5395120297720033
894.UY78.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,2.5032724476172232
894.UY780.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,3.234173848281732
894.UY781.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,3.4069054187464825
894.UY782.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,4.893951364581988
894.UY783.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,3.9713979826123826
894.UY784.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,2.8203063262113823
894.UY786.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,4.512529883561048
894.UY787.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,3.8205700836569125
894.UY788.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,3.957643631759353
894.UY789.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,4.625505877391575
894.UY79.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,2.71930359630795
894.UY790.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,3.601704540248591
894.UY791.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,3.503458813021966
894.UY792.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,4.165998977651255
894.UY793.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,3.7187399924306384
894.UY794.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,3.522427689597684
894.UY795.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,2.9177787857912207
894.UY796.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,3.849466601456946
894.UY797.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,2.710620490010714
894.UY798.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,3.1847307130954845
894.UY799.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,2.4953689872823355
894.UY800.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,4.9883650866361755
894.UY801.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,3.156428996150386
894.UY802.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,2.681375326886024
894.UY803.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,3.5873511167768206
894.UY804.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,2.8665336472955003
894.UY805.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,2.976228158338183
894.UY81.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,4.426674801091956
894.UY82.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,4.351935018087238
894.UY83.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,3.0640167535782052
894.UY84.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,4.404730830505144
894.UY85.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,3.8930060789149072
894.UY86.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,3.5457795049381837
894.UY87.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,4.045911081841241
894.UY88.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,3.3040884205563583
894.UY89.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,4.520329792037953
894.UY898.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,2.7361333796015486
894.UY9.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,3.9309516197945227
894.UY90.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,2.9865458387522685
894.UY908.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,5.472907175028515
894.UY909.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,4.199896360186894
894.UY91.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,3.6976700399800624
894.UY911.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,2.4305060625925243
894.UY912.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,2.1385515527019914
894.UY915.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,4.013166506593229
894.UY917.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,4.802821043517919
894.UY918.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,4.8827177325014475
894.UY919.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,3.854652939546658
894.UY92.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,4.554833838319494
894.UY920.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,5.414803196624282
894.UY924.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,3.380172204561437
894.UY925.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,3.1032017003341714
894.UY926.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,3.793916934681017
894.UY927.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,3.280095491587518
894.UY929.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,2.937210701232311
894.UY93.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,3.67191323349295
894.UY930.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,4.21191616744035
894.UY931.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,3.387698066672872
894.UY932.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,4.028821224915208
894.UY933.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,3.050824955163596
894.UY934.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,3.085542515429631
894.UY94.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,3.7148473004919578
894.UY95.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,3.455939091035374
894.UY96.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,3.4297440445238108
894.UY97.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,3.8249330136051327
894.UY98.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,3.659966311193782
894.UY99.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,4.286254011954782
894.W524.lane3.NoIndex.L003,,EMP sample,Host-associated,Animal,Animal distal gut,3.099419807855571
894.YY1065.lane5.NoIndex.L005,,EMP sample,Host-associated,Animal,Animal distal gut,3.690917848340796
894.YY1066.lane5.NoIndex.L005,,EMP sample,Host-associated,Animal,Animal distal gut,2.926877459965755
894.YY1067.lane5.NoIndex.L005,,EMP sample,Host-associated,Animal,Animal distal gut,3.2696227295440083
894.YY1068.lane5.NoIndex.L005,,EMP sample,Host-associated,Animal,Animal distal gut,2.900148331480186
894.YY1069.lane5.NoIndex.L005,,EMP sample,Host-associated,Animal,Animal distal gut,3.6168449915509124
894.YY1070.lane5.NoIndex.L005,,EMP sample,Host-associated,Animal,Animal distal gut,3.2037367347613825
894.YY1071.lane5.NoIndex.L005,,EMP sample,Host-associated,Animal,Animal distal gut,3.156484079521923
894.YY1072.lane5.NoIndex.L005,,EMP sample,Host-associated,Animal,Animal distal gut,4.633274380652625
894.YY1073.lane5.NoIndex.L005,,EMP sample,Host-associated,Animal,Animal distal gut,2.768133381700382
894.YY1074.lane5.NoIndex.L005,,EMP sample,Host-associated,Animal,Animal distal gut,2.820571974447008
894.YY1075.lane5.NoIndex.L005,,EMP sample,Host-associated,Animal,Animal distal gut,2.7364679487452013
894.YY1076.lane5.NoIndex.L005,,EMP sample,Host-associated,Animal,Animal distal gut,2.9147623391660265
894.YY1077.lane5.NoIndex.L005,,EMP sample,Host-associated,Animal,Animal distal gut,3.2969285994367055
894.YY1078.lane5.NoIndex.L005,,EMP sample,Host-associated,Animal,Animal distal gut,2.2970056996652595
894.YY1079.lane5.NoIndex.L005,,EMP sample,Host-associated,Animal,Animal distal gut,2.9641680796808756
894.YY1080.lane5.NoIndex.L005,,EMP sample,Host-associated,Animal,Animal distal gut,3.092238649873804
894.YY1081.lane5.NoIndex.L005,,EMP sample,Host-associated,Animal,Animal distal gut,3.410017807468252
894.YY1082.lane5.NoIndex.L005,,EMP sample,Host-associated,Animal,Animal distal gut,4.644268172736263
